Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn Value,CLTV
1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,1,2075
1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,85.0,1,2097
0,0,1,0,5,1,0,1,0,0,0,2,2,0,0,1,2,85.75,1,3608
0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,98.25,1,3330
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,1,4095
0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1,5672
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,46.05,1,4662
0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,3,76.4,1,2426
0,0,0,0,5,1,2,1,0,0,2,0,2,2,0,1,2,100.5,1,5180
1,1,1,1,22,0,1,0,2,0,0,0,0,2,0,0,3,40.05,1,2061
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,1,5066
1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.3,1,2578
1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,49.15,1,5598
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,35.05,1,3706
0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,73.0,1,4116
1,1,0,0,33,1,2,1,0,2,2,0,0,0,0,1,1,83.85,1,2583
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,1,3706
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.65,1,2189
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1,5627
0,0,0,0,3,1,0,1,2,0,2,0,2,2,0,1,1,99.0,1,5236
1,0,0,0,26,1,2,1,0,0,0,0,0,2,0,1,2,83.95,1,5869
1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,116.2,1,4495
0,0,1,0,71,1,2,1,0,0,0,0,2,2,2,1,0,93.7,1,4296
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.7,1,5707
0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.55,1,4600
0,0,0,0,9,1,0,1,0,0,0,0,2,0,0,1,0,77.65,1,3847
0,1,0,0,26,1,2,1,2,2,0,0,0,2,0,1,2,95.0,1,4232
1,0,0,0,54,1,0,1,2,2,0,2,2,2,1,1,1,105.4,1,4406
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,1,2,95.85,1,3790
1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.15,1,4243
0,0,1,0,30,1,0,2,1,1,1,1,1,1,0,0,0,19.65,1,2486
0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,79.0,1,2085
0,0,1,0,17,1,0,1,2,0,0,2,2,0,0,0,2,91.85,1,5643
0,1,0,0,60,1,2,1,0,0,2,2,2,2,1,1,2,106.0,1,5507
1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,3,49.9,1,3113
0,0,0,0,13,1,2,1,2,0,0,0,2,2,0,1,2,100.35,1,2008
0,1,1,0,38,1,2,1,0,0,0,0,0,0,0,1,0,74.95,1,5165
1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,49.25,1,4478
1,0,1,0,50,1,2,1,0,2,0,2,2,2,0,0,2,103.7,1,5897
1,0,1,0,65,1,2,1,2,2,2,0,0,0,1,0,2,89.75,1,6110
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.3,1,3830
1,1,1,0,7,1,2,1,0,0,2,0,2,2,0,1,2,101.95,1,2016
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,94.0,1,5569
0,0,0,0,45,1,2,1,0,2,0,0,2,0,0,1,1,89.3,1,4880
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,74.3,1,5996
1,0,0,0,1,0,1,0,0,2,0,2,0,2,0,1,3,44.65,1,3704
1,0,1,0,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,1,4745
1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.7,1,3492
1,0,0,0,4,1,2,1,0,2,0,0,2,2,0,1,2,101.7,1,2777
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,1,3663
1,0,1,0,41,1,2,1,0,0,2,2,2,2,1,1,2,102.6,1,2098
1,0,1,0,71,1,2,1,0,2,2,0,2,2,2,1,0,106.0,1,4072
0,0,0,1,3,1,0,0,2,0,0,2,0,0,0,1,3,55.1,1,4412
1,0,0,0,69,1,2,1,0,0,2,2,2,2,2,1,0,106.5,1,4859
0,0,1,0,32,1,2,1,0,0,2,0,0,2,0,1,0,91.05,1,3590
0,1,1,0,51,1,2,1,2,0,0,0,0,0,0,1,2,77.5,1,5748
0,0,1,0,72,0,1,0,0,2,2,0,2,2,2,1,2,54.2,1,4481
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,3,69.25,1,5816
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,2,50.5,1,2077
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.4,1,3429
1,0,0,0,31,1,2,0,0,2,0,2,2,2,1,1,3,79.45,1,2872
1,0,0,0,58,1,2,1,0,0,2,2,2,2,1,1,2,104.65,1,5411
1,1,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.05,1,5166
1,0,0,0,44,1,0,1,0,2,0,2,2,2,0,0,2,100.55,1,3486
1,0,0,0,2,1,0,1,0,2,0,0,2,2,0,0,2,95.65,1,5332
0,0,0,0,1,1,0,1,0,0,2,0,2,2,0,0,2,94.4,1,5764
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,55.0,1,3809
1,0,0,0,1,1,2,1,0,0,2,0,2,2,0,1,2,101.45,1,4390
0,0,1,0,5,1,2,0,0,0,2,2,2,0,0,0,0,67.95,1,3889
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.5,1,3365
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.85,1,4132
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,1,4073
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,1,5258
1,1,1,0,40,1,2,1,2,0,0,0,2,2,0,0,2,101.85,1,2837
0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,1,2,82.3,1,4278
1,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,79.25,1,4183
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1,2659
0,0,1,0,58,1,2,1,2,2,0,0,0,2,0,1,0,93.4,1,5989
0,0,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1,5458
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.05,1,2119
0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,1,1,25.1,1,2796
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,48.95,1,3913
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,1,5774
1,0,0,0,2,1,0,1,0,0,2,0,0,2,0,1,2,85.85,1,3273
1,0,0,0,10,1,2,1,0,0,0,0,2,2,0,0,2,95.2,1,4922
1,0,0,0,49,1,2,1,0,0,0,2,2,2,1,1,0,100.6,1,5585
1,0,1,1,6,1,0,0,0,2,2,0,0,0,0,1,3,55.3,1,3878
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,74.85,1,5378
1,0,0,0,35,1,0,1,0,2,2,0,2,2,1,1,0,102.35,1,2473
1,0,1,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.65,1,5563
1,0,0,0,2,1,0,1,0,0,2,2,0,0,0,1,2,79.85,1,3280
1,0,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,76.0,1,4938
0,1,0,0,42,1,2,1,0,2,2,0,2,2,0,1,0,104.75,1,2984
0,0,0,0,9,1,0,0,2,2,0,0,2,2,0,1,2,74.65,1,5900
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,56.25,1,3065
1,0,1,0,21,1,2,1,0,0,2,2,2,2,0,1,2,106.1,1,3584
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,79.75,1,4038
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,68.65,1,3052
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,0,20.25,1,4327
0,1,1,0,14,1,2,1,0,2,0,0,2,2,0,1,2,100.2,1,3369
1,0,1,0,15,1,2,1,0,0,0,0,0,0,0,1,0,74.9,1,2510
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.85,1,2874
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,69.8,1,2320
1,0,1,0,55,0,1,0,0,0,2,2,2,2,0,1,0,54.55,1,6041
0,0,0,0,7,1,0,0,0,0,0,2,2,2,0,1,1,70.75,1,2248
0,0,1,0,13,1,2,1,0,2,2,0,2,0,0,0,2,94.1,1,2973
0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,29.7,1,2613
1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.9,1,4389
0,0,1,0,38,1,2,1,0,0,2,2,2,2,0,1,2,105.0,1,2341
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,25.3,1,5421
1,0,0,0,22,1,0,0,0,2,0,2,0,0,1,1,1,55.15,1,5866
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.1,1,4389
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,69.9,1,2100
1,0,0,0,43,1,2,1,0,2,0,0,2,2,0,1,2,101.4,1,3370
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,80.8,1,4424
1,0,0,0,2,1,2,0,0,0,0,0,0,2,0,0,0,62.05,1,5344
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,76.45,1,3763
0,1,0,0,12,1,2,1,0,2,0,0,2,0,0,1,2,91.3,1,4703
1,1,1,0,6,1,0,1,0,0,2,0,2,2,0,1,2,95.75,1,5750
0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,1,3918
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.5,1,2016
0,0,1,0,10,1,2,1,0,2,2,0,2,2,0,1,1,102.1,1,3596
0,0,0,0,16,1,0,0,2,0,0,0,0,0,0,1,2,50.15,1,4254
0,0,1,0,7,1,2,1,0,0,0,0,2,0,0,1,2,86.5,1,3887
1,1,0,0,27,1,2,1,0,2,0,0,0,0,0,1,2,81.45,1,2571
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.15,1,4179
0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,1,3246
0,0,0,0,48,1,0,1,0,2,2,2,2,0,2,1,3,95.5,1,2459
1,1,0,0,3,1,2,1,0,0,2,0,2,0,0,0,2,91.05,1,2194
0,1,1,0,2,1,2,1,0,0,2,0,0,0,0,0,2,79.2,1,4225
0,0,0,0,2,0,1,0,0,0,0,0,2,2,0,1,2,45.25,1,4566
0,1,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,74.3,1,5342
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.1,1,5657
1,1,1,0,57,1,2,1,0,0,2,0,2,2,0,0,2,100.6,1,5247
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,3,75.0,1,3190
0,1,0,0,64,1,0,0,2,2,0,2,2,0,2,1,1,70.2,1,6080
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.75,1,4407
1,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,0,50.25,1,3624
0,1,0,0,40,1,0,1,2,2,0,0,0,0,0,1,1,79.2,1,3207
0,0,0,0,12,1,0,1,0,0,2,0,2,2,0,1,2,96.0,1,5239
0,0,0,0,54,1,2,1,0,0,0,2,2,2,0,1,2,100.1,1,5763
0,0,1,1,4,1,0,0,0,2,0,2,0,0,0,0,3,56.5,1,5758
0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,85.0,1,2650
1,0,1,0,51,0,1,0,2,2,2,0,2,2,1,0,2,59.3,1,5633
1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,2,49.4,1,4455
1,0,0,0,35,1,0,0,0,0,0,0,2,0,0,0,3,55.0,1,2220
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2,1,2637
1,0,0,0,38,1,0,0,0,0,2,2,0,2,1,1,3,62.3,1,3818
1,1,1,0,37,1,2,1,0,0,0,0,2,2,0,1,2,92.5,1,4127
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,69.65,1,2421
1,0,0,0,61,1,2,1,2,0,2,2,2,2,2,1,1,111.6,1,4495
0,0,0,0,11,1,0,0,2,0,0,0,0,0,0,0,1,48.55,1,4444
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1,4197
1,0,0,0,19,0,1,0,0,0,2,0,2,0,0,1,2,39.65,1,2933
1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.9,1,5327
1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,1,5560
0,0,1,0,14,1,0,1,2,2,0,2,2,2,1,0,3,105.95,1,5887
1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.95,1,3716
1,0,0,0,15,0,1,0,0,0,0,2,0,0,0,1,2,29.7,1,5518
1,0,1,0,1,0,1,0,0,0,2,0,2,2,0,1,2,50.35,1,4526
0,0,1,0,64,0,1,0,2,0,2,2,0,2,2,0,2,47.85,1,6347
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,1,4512
1,1,0,0,55,1,2,1,2,0,0,0,2,2,0,1,2,98.8,1,5543
0,0,0,0,18,1,2,1,0,0,0,2,2,2,0,1,0,99.85,1,3068
1,1,1,0,32,1,0,1,0,0,0,0,0,2,0,1,1,80.3,1,5365
0,1,0,0,66,1,2,1,0,2,0,0,0,0,0,1,1,80.45,1,5011
1,0,0,0,7,1,2,1,0,0,0,0,0,2,0,1,2,86.8,1,3780
1,1,1,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.2,1,5834
1,0,0,0,13,1,2,1,0,0,0,2,2,2,0,1,3,99.0,1,3493
0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,100.75,1,2229
0,0,1,0,9,1,2,1,2,2,2,0,0,0,0,0,0,91.75,1,4176
0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,3,79.55,1,5571
0,0,0,0,54,1,2,1,0,2,2,2,2,2,0,0,2,111.1,1,5527
0,0,1,0,25,1,2,1,0,0,2,0,0,2,0,1,2,89.1,1,4793
0,0,0,0,37,1,2,1,0,2,2,0,2,2,0,1,0,101.9,1,4437
0,0,1,1,14,1,2,1,0,0,0,2,2,0,0,1,2,91.65,1,4304
0,1,0,0,4,1,2,1,0,0,2,0,0,2,0,1,2,88.85,1,2754
0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.3,1,3542
1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1,5962
1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,2,91.1,1,5347
0,0,1,0,45,1,0,0,0,2,0,2,0,0,1,1,1,54.15,1,2761
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.7,1,4620
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.5,1,2898
1,0,1,0,3,0,1,0,0,0,0,0,0,2,0,1,2,35.15,1,2987
1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75,1,2010
0,1,0,0,8,1,2,1,0,0,2,0,2,2,0,0,2,101.35,1,5546
0,0,1,1,6,1,0,0,2,2,0,0,0,0,0,0,1,55.9,1,4914
1,1,1,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.9,1,2715
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,43.95,1,3238
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,45.1,1,4884
0,0,0,0,41,1,0,1,0,0,0,0,0,0,0,0,0,70.25,1,3407
1,0,0,1,9,1,0,0,0,0,0,0,2,0,0,0,2,55.35,1,2688
1,1,1,0,43,1,2,1,0,2,2,0,2,2,0,1,2,103.0,1,2505
0,0,1,0,33,1,0,1,2,0,2,2,2,2,1,1,2,103.75,1,3824
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,1,2843
0,0,0,0,56,1,0,1,0,2,0,0,0,0,0,1,2,73.85,1,5276
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.15,1,2270
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,1,2072
1,0,1,1,5,1,2,1,0,2,0,0,0,0,0,1,2,80.15,1,5124
0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,1,5171
1,0,1,0,70,1,2,1,0,2,0,0,2,2,2,0,0,98.3,1,4794
0,0,0,0,48,1,2,1,0,2,2,0,2,2,0,1,0,107.4,1,4956
0,1,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,82.0,1,3363
0,0,1,0,24,1,2,1,0,0,0,0,0,0,0,1,1,75.4,1,2325
0,1,1,0,27,1,0,1,2,0,2,0,2,2,0,1,2,101.25,1,4853
1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,89.5,1,4849
0,1,0,0,22,1,2,1,0,0,0,0,0,0,0,1,0,74.4,1,2407
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.5,1,3731
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.35,1,3622
0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1,5857
0,1,0,0,56,1,2,1,0,2,2,2,2,2,1,1,2,111.95,1,4060
1,1,0,0,16,0,1,0,0,2,0,0,2,0,0,1,3,39.0,1,5692
0,0,1,0,30,1,2,1,0,2,0,2,2,0,0,1,1,94.1,1,5255
0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,0,0,95.65,1,5335
0,1,1,0,50,1,2,1,0,2,0,0,2,0,0,1,2,88.05,1,5813
0,0,1,0,41,1,0,0,0,2,0,2,0,2,1,1,0,66.5,1,2517
1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,1,2095
1,0,0,0,3,1,0,0,0,2,0,0,0,0,0,1,3,49.9,1,5585
1,0,0,0,40,1,2,1,0,2,2,0,2,2,0,1,1,104.5,1,2832
0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,75.05,1,3553
1,0,0,0,23,1,2,1,0,0,2,0,0,0,0,1,2,81.0,1,5701
0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,1,2394
0,0,0,0,4,1,0,0,2,2,0,2,0,0,0,1,3,60.4,1,5730
1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,70.65,1,3463
1,0,0,0,12,1,0,0,0,0,0,2,2,0,1,1,2,59.8,1,4581
0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.2,1,2029
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.75,1,5571
0,0,0,0,67,1,2,1,2,2,2,0,2,0,0,1,1,102.95,1,5620
1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,1,3,74.4,1,5839
0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,0,3964
1,0,0,0,34,1,0,0,2,0,2,0,0,0,1,0,3,56.95,0,3441
1,0,0,0,45,0,1,0,2,0,2,2,0,0,1,0,0,42.3,0,4307
1,0,0,1,22,1,2,1,0,2,0,0,2,0,0,1,1,89.1,0,4459
0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,0,2013
1,0,0,0,62,1,0,0,2,2,0,0,0,0,1,0,0,56.15,0,4529
1,0,1,1,13,1,0,0,2,0,0,0,0,0,0,1,3,49.95,0,5764
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,0,4726
1,0,1,0,58,1,2,1,0,0,2,0,2,2,1,0,1,100.35,0,6432
1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,0,5822
0,0,1,0,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25,0,5141
0,0,0,0,52,1,0,2,1,1,1,1,1,1,1,0,3,20.65,0,5186
1,0,0,0,71,1,2,1,2,0,2,0,2,2,2,0,0,106.7,0,4479
0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,0,5982
1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,0,5279
0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,0,6407
1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,0,4986
0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,0,2725
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,0,5974
0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,0,5309
1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,0,4449
0,0,1,0,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,0,3213
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,0,5526
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,0,3144
0,0,1,0,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,0,5915
0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,0,3395
1,0,1,0,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,0,2392
0,0,1,0,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,0,4715
0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,0,3646
0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,0,4595
0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,0,2569
0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,0,6434
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,0,3805
1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,0,4142
0,0,1,0,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,0,5128
0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,0,2223
0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,0,3154
0,1,1,0,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,0,5153
0,0,1,0,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,0,4572
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,0,4582
0,0,1,0,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,0,5408
0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,0,4708
0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,0,4488
1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,0,6292
1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,0,6091
0,0,1,0,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,0,4948
0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,0,5387
1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,0,3817
0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,0,4984
0,0,1,0,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,0,5849
1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,0,5983
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,0,3178
0,0,1,0,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,0,5482
1,1,1,0,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,0,4881
1,0,1,0,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,0,4444
0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,0,5613
0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,0,4463
0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,0,2867
0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,0,5614
1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,0,3033
0,0,1,0,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,0,5741
0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,0,3443
0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,0,4005
0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,0,5422
1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,0,3540
0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,0,5255
0,0,1,0,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,0,4124
0,0,1,0,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,0,5480
1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,0,3664
1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,0,5036
1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,0,4182
1,0,1,0,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,0,5825
0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,0,5261
1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,0,5781
1,0,1,0,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,0,4117
1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,0,4158
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,0,2710
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,0,5612
1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,0,4741
0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,0,6238
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,0,4015
0,0,1,0,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,0,4594
0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,0,3585
1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,0,5845
1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,0,5234
0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,0,6078
0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,0,3826
0,0,1,0,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,0,4850
1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,0,4648
0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,0,4871
0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,0,5918
1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,0,3796
0,0,1,0,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,0,4606
